"","X","Fecha","Titulo.Comunicado","Link","ID","Autor","Autor_G","name"
"222",221,"2011-04-25","La solidaridad es un principio","http://www.farc-ep.co/comunicado/la-solidaridad-es-un-principio.html",201,"secretariado nacional de las farc-ep","secretariado","2011-04-25_201.txt"
"223",222,"2011-04-08","In Memorian","http://www.farc-ep.co/comunicado/in-memorian.html",200,"secretariado nacional de las farc-ep","secretariado","2011-04-08_200.txt"
"224",223,"2011-04-08","¡La oligarquía mató a Gaitán!","http://www.farc-ep.co/comunicado/la-oligarquia-mato-a-gaitan.html",199,"secretariado nacional de las farc-ep","secretariado","2011-04-08_199.txt"
"225",224,"2010-09-10","¡Gloria eterna al comandante Jorge Briceño, héroe del pueblo en su resistencia contra el opresor!","http://www.farc-ep.co/comunicado/gloria-eterna-al-comandante-jorge-briceno-heroe-del-pueblo-en-su-resistencia-contra-el-opresor.html",198,"secretariado nacional de las farc-ep","secretariado","2010-09-10_198.txt"
"226",225,"2010-07-21","Sobre las elecciones presidenciales","http://www.farc-ep.co/comunicado/sobre-las-elecciones-presidenciales.html",197,"secretariado nacional de las farc-ep","secretariado","2010-07-21_197.txt"
"227",226,"2010-07-20","El grito de independencia: Un grito de batalla","http://www.farc-ep.co/comunicado/el-grito-de-independencia-un-grito-de-batalla.html",196,"secretariado nacional de las farc-ep","secretariado","2010-07-20_196.txt"
"228",227,"2010-07-19","Año bicentenario del grito de independencia","http://www.farc-ep.co/comunicado/ano-bicentenario-del-grito-de-independencia.html",195,"secretariado nacional de las farc-ep","secretariado","2010-07-19_195.txt"
"229",228,"2010-05-27","Aniversario 46 de FARC-EP - Batallar por una Nueva Colombia","http://www.farc-ep.co/comunicado/aniversario-46-de-farc-ep-batallar-por-una-nueva-colombia.html",194,"secretariado nacional de las farc-ep","secretariado","2010-05-27_194.txt"
"230",229,"2009-12-23","Saludo de fin de año","http://www.farc-ep.co/comunicado/saludo-de-fin-de-ano.html",193,"secretariado nacional de las farc-ep","secretariado","2009-12-23_193.txt"
"231",230,"2009-12-08","Sobre la liberación del cabo Moncayo","http://www.farc-ep.co/comunicado/sobre-la-liberacion-del-cabo-moncayo.html",192,"secretariado nacional de las farc-ep","secretariado","2009-12-08_192.txt"
"232",231,"2009-11-13","Nuestra Patria es América","http://www.farc-ep.co/comunicado/nuestra-patria-es-america.html",191,"secretariado nacional de las farc-ep","secretariado","2009-11-13_191.txt"
"233",232,"2009-11-06","Las mentiras del comisionado Pearl","http://www.farc-ep.co/comunicado/las-mentiras-del-comisionado-pearl.html",190,"secretariado nacional de las farc-ep","secretariado","2009-11-06_190.txt"
"234",233,"2009-09-22","Anuncio liberación de Pablo Emilio Moncayo","http://www.farc-ep.co/comunicado/anuncio-liberacion-de-pablo-emilio-moncayo.html",189,"secretariado nacional de las farc-ep","secretariado","2009-09-22_189.txt"
"235",234,"2009-07-25","La invasión militar gringa","http://www.farc-ep.co/comunicado/la-invasion-militar-gringa.html",188,"secretariado nacional de las farc-ep","secretariado","2009-07-25_188.txt"
"236",235,"2009-07-23","Sobre sucesos en Honduras","http://www.farc-ep.co/comunicado/sobre-sucesos-en-honduras.html",187,"secretariado nacional de las farc-ep","secretariado","2009-07-23_187.txt"
"237",236,"2009-07-20","Veinte de julio","http://www.farc-ep.co/comunicado/veinte-de-julio.html",186,"error","otros","2009-07-20_186.txt"
"238",237,"2009-06-03","A los militares de honor","http://www.farc-ep.co/comunicado/a-los-militares-de-honor.html",185,"secretariado nacional de las farc-ep","secretariado","2009-06-03_185.txt"
"239",238,"2009-05-09","Fascismo a la criolla","http://www.farc-ep.co/comunicado/fascismo-a-la-criolla.html",184,"secretariado nacional de las farc-ep","secretariado","2009-05-09_184.txt"
"240",239,"2009-05-01","Primero de mayo","http://www.farc-ep.co/comunicado/primero-de-mayo.html",183,"secretariado nacional de las farc-ep","secretariado","2009-05-01_183.txt"
"241",240,"2009-04-01","Gestores De Traición","http://www.farc-ep.co/comunicado/gestores-de-traicion.html",182,"secretariado nacional de las farc-ep","secretariado","2009-04-01_182.txt"
"242",241,"2009-03-15","De las FARC-EP a los prisioneros de guerra","http://www.farc-ep.co/comunicado/de-las-farc-ep-a-los-prisioneros-de-guerra.html",181,"secretariado nacional de las farc-ep","secretariado","2009-03-15_181.txt"
"243",242,"2009-03-01","A un año de la partida de Raúl e Iván","http://www.farc-ep.co/comunicado/a-un-ano-de-la-partida-de-raul-e-ivan.html",180,"secretariado nacional de las farc-ep","secretariado","2009-03-01_180.txt"
"244",243,"2008-12-10","Comunicado frontera con Ecuador","http://www.farc-ep.co/comunicado/comunicado-frontera-con-ecuador.html",179,"secretariado nacional de las farc-ep","secretariado","2008-12-10_179.txt"
"245",244,"2008-12-06","Comunicado: Reajuste a la comisión del canje","http://www.farc-ep.co/comunicado/comunicado-reajuste-a-la-comision-del-canje.html",178,"secretariado nacional de las farc-ep","secretariado","2008-12-06_178.txt"
"246",245,"2008-11-06","Comunicado: La destitución de los generales y el terrorismo del estado","http://www.farc-ep.co/comunicado/comunicado-la-destitucion-de-los-generales-y-el-terrorismo-del-estado.html",177,"secretariado nacional de las farc-ep","secretariado","2008-11-06_177.txt"
"247",246,"2008-10-30","Comunicado sobre la fuga de Lzcano","http://www.farc-ep.co/comunicado/comunicado-sobre-la-fuga-de-lzcano.html",176,"secretariado nacional de las farc-ep","secretariado","2008-10-30_176.txt"
"248",247,"2008-09-20","Comunicado sobre los últimos acontecimientos","http://www.farc-ep.co/comunicado/comunicado-sobre-los-ultimos-acontecimientos.html",175,"secretariado nacional de las farc-ep","secretariado","2008-09-20_175.txt"
"249",248,"2008-08-10","Detención de Carlos García Orjuela","http://www.farc-ep.co/comunicado/detencion-de-carlos-garcia-orjuela.html",174,"secretariado nacional de las farc-ep","secretariado","2008-08-10_174.txt"
"250",249,"2008-08-04","Canje de prisioneros","http://www.farc-ep.co/comunicado/canje-de-prisioneros.html",173,"secretariado nacional de las farc-ep","secretariado","2008-08-04_173.txt"
"251",250,"2008-07-05","Comunicado sobre la traición","http://www.farc-ep.co/comunicado/comunicado-sobre-la-traicion.html",172,"secretariado nacional de las farc-ep","secretariado","2008-07-05_172.txt"
"252",251,"2008-06-26","Carta A Daniel Ortega","http://www.farc-ep.co/comunicado/carta-a-daniel-ortega.html",171,"secretariado nacional de las farc-ep","secretariado","2008-06-26_171.txt"
"253",252,"2008-05-27","44 aniversario de las FARC-EP","http://www.farc-ep.co/comunicado/44-aniversario-de-las-farc-ep.html",170,"secretariado nacional de las farc-ep","secretariado","2008-05-27_170.txt"
"254",253,"2008-05-09","Álvaro Uribe Debe Renunciar","http://www.farc-ep.co/comunicado/alvaro-uribe-debe-renunciar.html",169,"secretariado nacional de las farc-ep","secretariado","2008-05-09_169.txt"
"255",254,"2008-04-17","Comunicado sobre el canje abril 17","http://www.farc-ep.co/comunicado/comunicado-sobre-el-canje-abril-17.html",168,"secretariado nacional de las farc-ep","secretariado","2008-04-17_168.txt"
"256",255,"2008-04-04","Comunicado sobre el canje","http://www.farc-ep.co/comunicado/comunicado-sobre-el-canje.html",167,"secretariado nacional de las farc-ep","secretariado","2008-04-04_167.txt"
"257",256,"2008-03-15","Comunicado sobre los efectos del asesinato de Raúl Reyes","http://www.farc-ep.co/comunicado/comunicado-sobre-los-efectos-del-asesinato-de-raul-reyes.html",166,"secretariado nacional de las farc-ep","secretariado","2008-03-15_166.txt"
"258",257,"2008-03-08","Comunicado sobre el asesinato del camarada Iván Ríos","http://www.farc-ep.co/comunicado/comunicado-sobre-el-asesinato-del-camarada-ivan-rios.html",165,"secretariado nacional de las farc-ep","secretariado","2008-03-08_165.txt"
"259",258,"2008-03-02","Comunicado sobre la muerte del camarada Raúl Reyes","http://www.farc-ep.co/comunicado/comunicado-sobre-la-muerte-del-camarada-raul-reyes.html",164,"secretariado nacional de las farc-ep","secretariado","2008-03-02_164.txt"
"260",259,"2008-02-15","Comunicado sobre el canje","http://www.farc-ep.co/comunicado/comunicado-sobre-el-canje.html",163,"secretariado nacional de las farc-ep","secretariado","2008-02-15_163.txt"
"261",260,"2008-01-31","Comunicado liberación de los parlamentarios: Gloria Polanco de Lozada, Luís Eladio Pérez y Orlando Beltrán Cuellar","http://www.farc-ep.co/comunicado/comunicado-liberacion-de-los-parlamentarios-gloria-polanco-de-lozada-luis-eladio-perez-y-orlando-beltran-cuellar.html",162,"secretariado nacional de las farc-ep","secretariado","2008-01-31_162.txt"
"262",261,"2008-01-08","Comunicado sobre entrega de 2 rehenes","http://www.farc-ep.co/comunicado/comunicado-sobre-entrega-de-2-rehenes.html",161,"secretariado nacional de las farc-ep","secretariado","2008-01-08_161.txt"
"263",262,"2008-01-02","Comunicado sobre el secuestro de Emanuel","http://www.farc-ep.co/comunicado/comunicado-sobre-el-secuestro-de-emanuel.html",160,"secretariado nacional de las farc-ep","secretariado","2008-01-02_160.txt"
"264",263,"2008-01-01","Saludo de fin de año 2007 de FARC-EP","http://www.farc-ep.co/comunicado/saludo-de-fin-de-ano-2007-de-farc-ep.html",159,"secretariado nacional de las farc-ep","secretariado","2008-01-01_159.txt"
"265",264,"2007-11-30","Alvaro Uribe manipuló pruebas de supervivencia de prisioneros de guerra","http://www.farc-ep.co/comunicado/alvaro-uribe-manipulo-pruebas-de-supervivencia-de-prisioneros-de-guerra.html",158,"secretariado nacional de las farc-ep","secretariado","2007-11-30_158.txt"
"266",265,"2007-11-30","Ante abrumador apoyo internacional Uribe se acobarda","http://www.farc-ep.co/comunicado/ante-abrumador-apoyo-internacional-uribe-se-acobarda.html",157,"manuel marulanda vélez","otros","2007-11-30_157.txt"
"267",266,"2007-11-25","Carta de Manuel Marulanda Vélez al presidente Hugo Rafael Chávez Frías","http://www.farc-ep.co/comunicado/carta-de-manuel-marulanda-velez-a-presidente-hugo-rafael-chavez-frias.html",156,"secretariado nacional de las farc-ep","secretariado","2007-11-25_156.txt"
"268",267,"2007-08-28","Ha muerto en combate el comandante Martín Caballero","http://www.farc-ep.co/comunicado/ha-muerto-en-combate-el-comandante-martin-caballero.html",155,"comando conjunto de occidente.","otros","2007-08-28_155.txt"
"269",268,"2007-06-24","Lamentamos informar a la opinión pública que 11 diputados del Valle han muerto","http://www.farc-ep.co/comunicado/lamentamos-informar-a-la-opinion-publica-que-11-diputados-del-valle-han-muerto.html",154,"secretariado nacional de las farc-ep","secretariado","2007-06-24_154.txt"
"270",269,"2007-06-22","Comunicado el canje es producto de acuerdos","http://www.farc-ep.co/comunicado/comunicado-el-canje-es-producto-de-acuerdos.html",153,"secretariado nacional de las farc-ep","secretariado","2007-06-22_153.txt"
"271",270,"2007-05-28","Maniobra para distraer la opinión","http://www.farc-ep.co/comunicado/maniobra-para-distraer-la-opinion.html",152,"secretariado nacional de las farc-ep","secretariado","2007-05-28_152.txt"
"272",271,"2007-03-30","Carta a los mandatarios del mundo","http://www.farc-ep.co/comunicado/carta-a-los-mandatarios-del-mundo.html",151,"secretariado nacional de las farc-ep","secretariado","2007-03-30_151.txt"
"273",272,"2007-03-27","Realizada con éxito la novena Conferencia Nacional Guerrillera","http://www.farc-ep.co/comunicado/realizada-con-exito-la-novena-conferencia-nacional-guerrillera.html",150,"secretariado nacional de las farc-ep","secretariado","2007-03-27_150.txt"
"274",273,"2006-01-01","Saludo de fin de año 2005 de FARC-EP","http://www.farc-ep.co/comunicado/saludo-de-fin-de-ano-2005-de-farc-ep.html",149,"secretariado nacional de las farc-ep","secretariado","2006-01-01_149.txt"
"275",274,"2005-12-30","Con Uribe no habrá intercambio humanitario.","http://www.farc-ep.co/comunicado/con-uribe-no-habra-intercambio-humanitario.html",148,"secretariado nacional de las farc-ep","secretariado","2005-12-30_148.txt"
"276",275,"2005-10-20","Atentado Vargas Lleras y Carta a Coroneles","http://www.farc-ep.co/comunicado/atentado-vargas-lleras-y-carta-a-coroneles.html",147,"secretariado nacional de las farc-ep","secretariado","2005-10-20_147.txt"
"277",276,"2005-09-25","Carta pública sobre el intercambio de de prisioneros","http://www.farc-ep.co/comunicado/carta-publica-sobre-el-intercambio-de-de-prisioneros.html",146,"secretariado nacional de las farc-ep","secretariado","2005-09-25_146.txt"
"278",277,"2005-08-15","30 días de despeje de la fuerza publica en los municipios de florida y pradera","http://www.farc-ep.co/comunicado/30-dias-de-despeje-de-la-fuerza-publica-en-los-municipios-de-florida-y-pradera.html",145,"secretariado nacional de las farc-ep","secretariado","2005-08-15_145.txt"
"279",278,"2005-08-05","Carta abierta de las FARC-EP (Liberación de prisioneros)","http://www.farc-ep.co/comunicado/carta-abierta-de-las-farc-ep.html",144,"secretariado nacional de las farc-ep","secretariado","2005-08-05_144.txt"
"280",279,"2005-05-28","41 Aniversario de las FARC-EP","http://www.farc-ep.co/comunicado/41-aniversario-de-las-farc-ep.html",143,"secretariado nacional de las farc-ep","secretariado","2005-05-28_143.txt"
"281",280,"2005-03-28","Carta abierta al Congreso Colombiano","http://www.farc-ep.co/comunicado/carta-abierta-al-congreso-colombiano.html",142,"farc-ep","otros","2005-03-28_142.txt"
"282",281,"2005-03-14","Carta abierta a la corte suprema de justicia","http://www.farc-ep.co/comunicado/carta-abierta-a-la-corte-suprema-de-justicia.html",141,"secretariado nacional de las farc-ep","secretariado","2005-03-14_141.txt"
"283",282,"2005-02-26","Injusta extradición de Simón Trinidad a los Estados Unidos","http://www.farc-ep.co/comunicado/injusta-extradicion-de-simon-trinidad-a-los-estados-unidos.html",140,"secretariado nacional de las farc-ep","secretariado","2005-02-26_140.txt"
"284",283,"2005-02-14","Canje de prisioneros sigue inmodificable","http://www.farc-ep.co/comunicado/canje-de-prisioneros-sigue-inmodificable.html",139,"farc-ep","otros","2005-02-14_139.txt"
"285",284,"2005-02-08","Presidente Jacques Chirac","http://www.farc-ep.co/comunicado/presidente-jacques-chirac.html",138,"secretariado nacional de las farc-ep","secretariado","2005-02-08_138.txt"
"286",285,"2005-01-27","Los Derechos Humanos y el Fascista Plan Patriota.","http://www.farc-ep.co/comunicado/los-derechos-humanos-y-el-fascista-plan-patriota.html",137,"farc-ep","otros","2005-01-27_137.txt"
"287",286,"2005-01-14","Secuestro de Ricardo Téllez","http://www.farc-ep.co/comunicado/secuestro-de-ricardo-tellez.html",136,"secretariado nacional de las farc-ep","secretariado","2005-01-14_136.txt"
"288",287,"2004-12-31","Secuestro en Centro de Caracas de Ricardo Téllez","http://www.farc-ep.co/comunicado/secuestro-en-centro-de-caracas-de-ricardo-tellez.html",135,"secretariado nacional de las farc-ep","secretariado","2004-12-31_135.txt"
"289",288,"2004-12-13","Carta abierta de las FARC, Kofi Annam Secretario General de la ONU","http://www.farc-ep.co/comunicado/carta-abierta-de-las-farc-kofi-annam-secretario-general-de-la-onu.html",134,"secretariado nacional de las farc-ep","secretariado","2004-12-13_134.txt"
"290",289,"2004-11-29","Despeje de Florida y Pradera (Valle del Cauca)","http://www.farc-ep.co/comunicado/despeje-de-florida-y-pradera-valle-del-cauca.html",133,"secretariado nacional de las farc-ep","secretariado","2004-11-29_133.txt"
"291",290,"2004-09-15","Reafirmamos nuestra disposición para pactar el Canje de prisioneros","http://www.farc-ep.co/comunicado/reafirmamos-nuestra-disposicion-para-pactar-el-canje-de-prisioneros.html",132,"secretariado nacional de las farc-ep","secretariado","2004-09-15_132.txt"
"292",291,"2004-05-30","Saludo de FARC-EP al 19 Congreso del Partido Comunista Colombiano","http://www.farc-ep.co/comunicado/saludo-de-farc-ep-al-19-congreso-del-partido-comunista-colombiano.html",131,"secretariado nacional de las farc-ep","secretariado","2004-05-30_131.txt"
"293",292,"2004-02-25","Vergonzoso revés político internacional del Presidente Uribe","http://www.farc-ep.co/comunicado/vergonzoso-reves-politico-internacional-del-presidente-uribe.html",130,"secretariado nacional de las farc-ep","secretariado","2004-02-25_130.txt"
"294",293,"2003-11-30","Estado Mayor Central aumenta a 31 integrantes","http://www.farc-ep.co/comunicado/estado-mayor-central-aumenta-a-31-integrantes.html",129,"secretariado nacional de las farc-ep","secretariado","2003-11-30_129.txt"
"295",294,"2003-11-26","Pleno 2003 - Reafirmamos Nuestra Decisión De Lucha Y Confianza En El Triunfo!","http://www.farc-ep.co/comunicado/pleno-2003-reafirmamos-nuestra-decision-de-lucha-y-confianza-en-el-triunfo.html",128,"secretariado nacional de las farc-ep","secretariado","2003-11-26_128.txt"
"296",295,"2003-11-18","¡Álvaro Uribe Debe Renunciar!","http://www.farc-ep.co/comunicado/alvaro-uribe-debe-renunciar.html",127,"secretariado nacional de las farc-ep","secretariado","2003-11-18_127.txt"
"297",296,"2003-09-30","EL REFERENDO: OBRAS SON AMORES....","http://www.farc-ep.co/comunicado/el-referendo-obras-son-amores.html",126,"manuel marulanda vélez","otros","2003-09-30_126.txt"
"298",297,"2003-09-20","A Coroneles - Manuel Marulanda Vélez","http://www.farc-ep.co/comunicado/a-coroneles-manuel-marulanda-velez.html",125,"secretariado nacional de las farc-ep","secretariado","2003-09-20_125.txt"
"299",298,"2003-08-23","A muerto el Comandante Efraín Guzmán (Nariño)","http://www.farc-ep.co/comunicado/comunicado-sobre-el-camarada-narino.html",124,"secretariado nacional de las farc-ep","secretariado","2003-08-23_124.txt"
"300",299,"2003-07-30","Comunicado Conjunto de las FARC-EP y el ELN","http://www.farc-ep.co/comunicado/comunicado-conjunto-de-las-farc-ep-y-el-eln.html",123,"secretariado nacional de las farc-ep","secretariado","2003-07-30_123.txt"
"301",300,"2003-07-30","Falsas reuniones entre familiares de Ingrid Betancourt y funcionarios franceses","http://www.farc-ep.co/comunicado/falsas-reuniones-entre-familiares-de-ingrid-betancourt-y-funcionarios-franceses.html",122,"secretariado nacional de las farc-ep","secretariado","2003-07-30_122.txt"
"302",301,"2003-07-13","La estrategia de guerra total de Alvaro Uribe Vélez","http://www.farc-ep.co/comunicado/la-estrategia-de-guerra-total-de-alvaro-uribe-velez.html",121,"secretariado nacional de las farc-ep","secretariado","2003-07-13_121.txt"
"303",302,"2003-06-23","Contra la política de Alvaro Uribe de privatización de las empresas públicas","http://www.farc-ep.co/comunicado/contra-la-politica-de-alvaro-uribe-de-privatizacion-de-las-empresas-publicas.html",120,"secretariado nacional de las farc-ep","secretariado","2003-06-23_120.txt"
"304",303,"2003-05-28","¡Desde Marquetalia, Hasta La Victoria!","http://www.farc-ep.co/comunicado/desde-marquetalia-hasta-la-victoria.html",119,"secretariado nacional de las farc-ep","secretariado","2003-05-28_119.txt"
"305",304,"2003-04-27","Carta abierta de las FARC-EP a los expresidentes liberales","http://www.farc-ep.co/comunicado/carta-abierta-de-las-farc-ep-a-los-expresidentes-liberales.html",118,"secretariado nacional de las farc-ep","secretariado","2003-04-27_118.txt"
"306",305,"2003-04-07","Alvaro Uribe Vélez responsable de la muerte de prisioneros de guerra","http://www.farc-ep.co/comunicado/alvaro-uribe-velez-responsable-de-la-muerte-de-prisioneros-de-guerra.html",117,"secretariado nacional de las farc-ep","secretariado","2003-04-07_117.txt"
"307",306,"2003-03-08","FARC-EP no son responsables de lamentable hecho del Nogal","http://www.farc-ep.co/comunicado/farc-ep-no-son-responsables-de-lamentable-hecho-del-nogal.html",116,"secretariado nacional de las farc-ep","secretariado","2003-03-08_116.txt"
"308",307,"2003-03-03","Garantías de seguridad para prisioneros canjeables depende del gobierno","http://www.farc-ep.co/comunicado/garantias-de-seguridad-para-prisioneros-canjeables-depende-del-gobierno.html",115,"secretariado nacional de las farc-ep","secretariado","2003-03-03_115.txt"
"309",308,"2003-02-25","Evidente intervención militar de EE.UU en Colombia","http://www.farc-ep.co/comunicado/evidente-intervencion-militar-de-ee-uu-en-colombia.html",114,"secretariado nacional de las farc-ep","secretariado","2003-02-25_114.txt"
"310",309,"2003-02-22","Cuatro agentes de la CIA están en nuestro poder","http://www.farc-ep.co/comunicado/cuatro-agentes-de-la-cia-estan-en-nuestro-poder.html",113,"secretariado nacional de las farc-ep","secretariado","2003-02-22_113.txt"
"311",310,"2003-02-09","Gobierno se niega a definir comisión para liberación de prisioneros","http://www.farc-ep.co/comunicado/gobierno-se-niega-a-definir-comision-para-liberacion-de-prisioneros.html",112,"comisión inernacional","otros","2003-02-09_112.txt"
"312",311,"2003-01-22","Chantaje internacional contra las FARC-EP","http://www.farc-ep.co/comunicado/chantaje-internacional-contra-las-farc-ep.html",111,"secretariado nacional de las farc-ep","secretariado","2003-01-22_111.txt"
"313",312,"2003-01-01","Saludo de fin de año 2002","http://www.farc-ep.co/comunicado/saludo-de-fin-de-ano-2002.html",110,"secretariado nacional de las farc-ep","secretariado","2003-01-01_110.txt"
"314",313,"2002-12-11","Gobierno de falsos rumores y mentiras","http://www.farc-ep.co/comunicado/gobierno-de-falsos-rumores-y-mentiras.html",109,"secretariado nacional de las farc-ep","secretariado","2002-12-11_109.txt"
"315",314,"2002-09-30","Gobierno De Impuestos, Guerra Total Sin Diálogos Y Entrega De La Soberanía","http://www.farc-ep.co/comunicado/gobierno-de-impuestos-guerra-total-sin-dialogos-y-entrega-de-la-soberania.html",108,"secretariado nacional de las farc-ep","secretariado","2002-09-30_108.txt"
"316",315,"2002-08-21","Carta abierta al Presidente Álvaro Uribe Vélez","http://www.farc-ep.co/comunicado/carta-abierta-al-presidente-alvaro-uribe-velez.html",107,"secretariado nacional de las farc-ep","secretariado","2002-08-21_107.txt"
"317",316,"2002-08-03","A familiares de personas canjeables","http://www.farc-ep.co/comunicado/a-familiares-de-personas-canjeables.html",106,"secretariado nacional de las farc-ep","secretariado","2002-08-03_106.txt"
"318",317,"2002-07-16","Carta abierta de las FARC-EP al secretario general de la ONU","http://www.farc-ep.co/comunicado/carta-abierta-de-las-farc-ep-al-secretario-general-de-la-onu.html",105,"secretariado nacional de las farc-ep","secretariado","2002-07-16_105.txt"
"319",318,"2002-07-09","Sobre los alcaldes","http://www.farc-ep.co/comunicado/sobre-los-alcaldes.html",104,"secretariado nacional de las farc-ep","secretariado","2002-07-09_104.txt"
"320",319,"2002-07-06","A proposito de la inclusión de las FARC-EP como organización terrorista","http://www.farc-ep.co/comunicado/a-proposito-de-la-inclusion-de-las-farc-ep-como-organizacion-terrorista.html",103,"secretariado nacional de las farc-ep","secretariado","2002-07-06_103.txt"
"321",320,"2002-05-24","La doble moral del presidente Andrés Pastrana Arango","http://www.farc-ep.co/comunicado/la-doble-moral-del-presidente-andres-pastrana-arango.html",102,"secretariado nacional de las farc-ep","secretariado","2002-05-24_102.txt"
"322",321,"2002-05-16","Ante las futuras elecciones","http://www.farc-ep.co/comunicado/ante-las-futuras-elecciones.html",101,"secretariado nacional de las farc-ep","secretariado","2002-05-16_101.txt"
"323",322,"2002-05-08","Las FARC-EP y las elecciones presidenciales","http://www.farc-ep.co/comunicado/las-farc-ep-y-las-elecciones-presidenciales.html",100,"bloque josé maría córdoba de las farc-ep.","otros","2002-05-08_100.txt"
"324",323,"2002-05-08","Lamentable suceso en la población de Bojayá","http://www.farc-ep.co/comunicado/lamentable-suceso-en-la-poblacion-de-bojaya.html",99,"raúl reyes","otros","2002-05-08_99.txt"
"325",324,"2002-05-08","Carta abierta a los gobiernos de francia, suecia y demás","http://www.farc-ep.co/comunicado/carta-abierta-a-los-gobiernos-de-francia-suecia-y-demas.html",98,"secretariado nacional de las farc-ep","secretariado","2002-05-08_98.txt"
"326",325,"2002-04-23","La ruptura del proceso de paz del Caguán","http://www.farc-ep.co/comunicado/la-ruptura-del-proceso-de-paz-del-caguan.html",97,"bloque comandante alfonso cano","otros","2002-04-23_97.txt"
"327",326,"2002-04-20","Diputados En Canje","http://www.farc-ep.co/comunicado/diputados-en-canje.html",96,"secretariado nacional de las farc-ep","secretariado","2002-04-20_96.txt"
"328",327,"2002-02-26","Han sido retenidas Ingrit Betancur y su jefe de campaña Clara Rojas","http://www.farc-ep.co/comunicado/han-sido-retenidas-ingrit-betancur-y-su-jefe-de-campana-clara-rojas.html",95,"voceros de las farc-ep","otros","2002-02-26_95.txt"
"329",328,"2002-02-22","Se dá por terminado el Proceso de Diálogo con las FARC-EP","http://www.farc-ep.co/comunicado/se-da-por-terminado-el-proceso-de-dialogo-con-las-farc-ep.html",94,"farc-ep","otros","2002-02-22_94.txt"
"330",329,"2002-01-30","Temas de consenso para el futuro de paz","http://www.farc-ep.co/comunicado/temas-de-consenso-para-el-futuro-de-paz.html",93,"farc-ep","otros","2002-01-30_93.txt"
"331",330,"2002-01-22","Declaración del grupo de los países facilitadotes","http://www.farc-ep.co/comunicado/declaracion-del-grupo-de-los-paises-facilitadotes.html",92,"farc-ep","otros","2002-01-22_92.txt"
"332",331,"2002-01-20","Crisis en la mesa del Caguán","http://www.farc-ep.co/comunicado/crisis-en-la-mesa-del-caguan.html",91,"farc-ep","otros","2002-01-20_91.txt"
"333",332,"2002-01-11","Alto comisionado para la paz Camilo Gómez miente.","http://www.farc-ep.co/comunicado/alto-comisionado-para-la-paz-camilo-gomez-miente.html",90,"secretariado nacional de las farc-ep","secretariado","2002-01-11_90.txt"
"334",333,"2002-01-10","No hay garantías para mantener la zona del Caguán","http://www.farc-ep.co/comunicado/no-hay-garantias-para-mantener-la-zona-del-caguan.html",89,"farc-ep","otros","2002-01-10_89.txt"
"335",334,"2002-01-10","FARC-EP no se han levantado de la mesa","http://www.farc-ep.co/comunicado/farc-ep-no-se-han-levantado-de-la-mesa.html",88,"farc-ep","otros","2002-01-10_88.txt"
"336",335,"2002-01-09","Miembros del Congreso de la Republica","http://www.farc-ep.co/comunicado/miembros-del-congreso-de-la-republica.html",87,"farc-ep","otros","2002-01-09_87.txt"
"337",336,"2002-01-09","Organizaciones campesinas, campesinos y agricultores colombianos.","http://www.farc-ep.co/comunicado/organizaciones-campesinas-campesinos-y-agricultores-colombianos.html",86,"farc-ep","otros","2002-01-09_86.txt"
"338",337,"2002-01-08","Profesores y estudiantes colombianos","http://www.farc-ep.co/comunicado/profesores-y-estudiantes-colombianos.html",85,"farc-ep","otros","2002-01-08_85.txt"
"339",338,"2002-01-04","Diálogos del Caguán: Doble discurso del gobierno.","http://www.farc-ep.co/comunicado/dialogos-del-caguan-doble-discurso-del-gobierno.html",84,"farc-ep","otros","2002-01-04_84.txt"
"340",339,"2002-01-03","Diálogos del Caguán, reunión días 3 y 4 de 2002 los voceros de FARC-EP","http://www.farc-ep.co/comunicado/dialogos-del-caguan-reunion-dias-3-y-4-de-2002-los-voceros-de-farc-ep.html",83,"mesa de conversaciones","otros","2002-01-03_83.txt"
"341",340,"2001-09-28","Se hace público documento para acabar el paramilitarismo","http://www.farc-ep.co/comunicado/comunicado-se-hace-publico-documento-para-acabar-el-paramilitarismo.html",82,"mesa de conversaciones","otros","2001-09-28_82.txt"
"342",341,"2001-09-08","En desarrollo del primer bloque de la Agenda","http://www.farc-ep.co/comunicado/en-desarrollo-del-primer-bloque-de-la-agenda.html",81,"secretariado nacional de las farc-ep","secretariado","2001-09-08_81.txt"
"343",342,"2001-06-21","Las Naves Del Intervensionismo","http://www.farc-ep.co/comunicado/las-naves-del-intervensionismo.html",80,"secretariado nacional de las farc-ep","secretariado","2001-06-21_80.txt"
"344",343,"2001-06-19","Entrega, unilateral de 250 policías y militares prisioneros de guerra","http://www.farc-ep.co/comunicado/entrega-unilateral-de-250-policias-y-militares-prisioneros-de-guerra.html",79,"secretariado nacional de las farc-ep","secretariado","2001-06-19_79.txt"
"345",344,"2001-06-17","Entrega de 49 hombres de la Fuerza Pública, con problemas de salud","http://www.farc-ep.co/comunicado/entrega-de-49-hombres-de-la-fuerza-publica-con-problemas-de-salud.html",78,"mesa de conversaciones","otros","2001-06-17_78.txt"
"346",345,"2001-05-11","Discusiones sobre mecanismos para acabar con el paramilitarismo","http://www.farc-ep.co/comunicado/discusiones-sobre-mecanismos-para-acabar-con-el-paramilitarismo.html",77,"mesa de conversaciones","otros","2001-05-11_77.txt"
